id,Usage,prediction_list
2008_008519.jpg,Public,"[['aeroplane', 1.0, 17, 119, 487, 250], ['person', 1.0, 294, 216, 326, 252], ['person', 1.0, 20, 179, 59, 304], ['person', 1.0, 46, 172, 115, 303], ['person', 1.0, 398, 225, 414, 234], ['person', 1.0, 414, 222, 431, 234]]"
2008_008524.jpg,Public,"[['tvmonitor', 1.0, 429, 124, 500, 246], ['sofa', 1.0, 1, 155, 190, 332], ['person', 1.0, 348, 62, 393, 145], ['person', 1.0, 385, 48, 462, 212], ['person', 1.0, 314, 67, 368, 187], ['person', 1.0, 276, 73, 319, 199], ['person', 1.0, 231, 63, 281, 173], ['person', 1.0, 200, 71, 240, 189], ['person', 1.0, 171, 79, 207, 176], ['person', 1.0, 118, 114, 173, 159], ['person', 1.0, 117, 131, 160, 185], ['person', 1.0, 185, 143, 230, 257], ['person', 1.0, 228, 157, 305, 258], ['person', 1.0, 286, 169, 353, 274], ['person', 1.0, 330, 198, 418, 315], ['person', 1.0, 263, 195, 352, 322], ['person', 1.0, 205, 160, 301, 296], ['person', 1.0, 133, 158, 213, 310], ['person', 1.0, 29, 126, 142, 321], ['person', 1.0, 81, 132, 154, 227]]"
2008_008527.jpg,Private,"[['train', 1.0, 298, 84, 477, 255], ['train', 1.0, 23, 154, 110, 212]]"
2008_008531.jpg,Public,"[['pottedplant', 1.0, 79, 94, 190, 192], ['pottedplant', 1.0, 270, 108, 382, 195]]"
2008_008537.jpg,Public,"[['bird', 1.0, 214, 172, 281, 240]]"
2008_008552.jpg,Private,"[['motorbike', 1.0, 67, 108, 448, 337], ['person', 1.0, 169, 36, 340, 266]]"
2008_008554.jpg,Private,"[['sofa', 1.0, 1, 160, 162, 375], ['chair', 1.0, 117, 129, 212, 245], ['chair', 1.0, 229, 126, 331, 239], ['chair', 1.0, 325, 139, 447, 256]]"
2008_008564.jpg,Public,"[['bicycle', 1.0, 194, 99, 336, 268], ['person', 1.0, 192, 29, 314, 205]]"
2008_008570.jpg,Public,"[['aeroplane', 1.0, 57, 121, 488, 320]]"
2008_008574.jpg,Public,"[['sofa', 1.0, 1, 32, 500, 207]]"
2008_008606.jpg,Public,"[['sofa', 1.0, 186, 90, 491, 310]]"
2008_008613.jpg,Private,"[['sheep', 1.0, 235, 200, 286, 268], ['sheep', 1.0, 143, 190, 194, 267], ['sheep', 1.0, 186, 186, 222, 253], ['sheep', 1.0, 41, 167, 77, 224], ['sheep', 1.0, 9, 212, 40, 266], ['sheep', 1.0, 240, 166, 281, 204], ['sheep', 1.0, 76, 180, 150, 240], ['sheep', 1.0, 365, 204, 415, 258], ['sheep', 1.0, 283, 192, 341, 248], ['sheep', 1.0, 84, 215, 131, 267], ['sheep', 1.0, 220, 207, 239, 241]]"
2008_008622.jpg,Public,"[['sofa', 1.0, 193, 1, 500, 267], ['dog', 1.0, 223, 59, 386, 136], ['dog', 1.0, 69, 254, 168, 358]]"
2008_008629.jpg,Private,"[['bicycle', 1.0, 33, 55, 209, 187], ['bicycle', 1.0, 111, 90, 371, 313], ['bicycle', 1.0, 161, 109, 469, 375], ['person', 1.0, 108, 1, 152, 113]]"
2008_008632.jpg,Private,"[['train', 1.0, 241, 422, 352, 482]]"
2008_008636.jpg,Private,"[['dog', 1.0, 33, 45, 414, 401]]"
2008_008658.jpg,Private,"[['sofa', 1.0, 4, 137, 313, 295], ['chair', 1.0, 294, 171, 448, 342], ['chair', 1.0, 52, 241, 252, 375]]"
2008_008659.jpg,Public,"[['bicycle', 1.0, 280, 258, 352, 297], ['person', 1.0, 293, 233, 334, 288], ['car', 1.0, 144, 248, 198, 275], ['car', 1.0, 418, 240, 437, 263]]"
2008_008662.jpg,Public,"[['train', 1.0, 1, 64, 466, 264], ['train', 1.0, 1, 94, 216, 283], ['car', 1.0, 34, 29, 92, 56]]"
2008_008675.jpg,Private,"[['cow', 1.0, 1, 1, 500, 323]]"
2008_008679.jpg,Private,"[['car', 1.0, 406, 243, 500, 365], ['car', 1.0, 350, 256, 436, 318], ['car', 1.0, 295, 261, 327, 284], ['car', 1.0, 280, 263, 300, 277], ['car', 1.0, 1, 243, 116, 321], ['car', 1.0, 111, 256, 160, 297], ['bus', 1.0, 244, 242, 273, 279], ['car', 1.0, 221, 263, 234, 273]]"
2008_008682.jpg,Private,"[['bus', 1.0, 234, 194, 405, 354], ['bus', 1.0, 137, 222, 253, 337], ['bus', 1.0, 58, 218, 166, 321], ['bus', 1.0, 1, 213, 89, 317]]"
2008_008683.jpg,Private,"[['bus', 1.0, 112, 113, 236, 322], ['bus', 1.0, 1, 147, 115, 287], ['person', 1.0, 251, 225, 283, 298], ['person', 1.0, 284, 230, 308, 301]]"
2008_008695.jpg,Private,"[['bicycle', 1.0, 267, 100, 391, 210], ['person', 1.0, 191, 98, 330, 213]]"
2008_008700.jpg,Private,"[['bottle', 1.0, 114, 1, 249, 500]]"
2008_008705.jpg,Private,"[['bus', 1.0, 240, 114, 484, 286], ['bus', 1.0, 7, 149, 209, 246], ['person', 1.0, 5, 206, 42, 305], ['person', 1.0, 208, 218, 224, 253], ['person', 1.0, 37, 217, 55, 291], ['bicycle', 1.0, 223, 224, 241, 235], ['person', 1.0, 232, 210, 241, 228], ['person', 1.0, 1, 221, 8, 261]]"
2008_008713.jpg,Public,"[['cow', 1.0, 184, 148, 291, 201]]"
2008_008718.jpg,Private,"[['bicycle', 1.0, 262, 270, 478, 433], ['bicycle', 1.0, 10, 340, 109, 437], ['person', 1.0, 277, 184, 485, 431], ['person', 1.0, 16, 284, 105, 439], ['person', 1.0, 64, 413, 89, 436], ['person', 1.0, 88, 411, 110, 435], ['person', 1.0, 108, 406, 132, 436]]"
2008_008724.jpg,Public,"[['bicycle', 1.0, 1, 79, 137, 375], ['bicycle', 1.0, 62, 22, 441, 375], ['bicycle', 1.0, 130, 1, 396, 285], ['bicycle', 1.0, 314, 1, 500, 227], ['bicycle', 1.0, 370, 1, 500, 119]]"
2008_008726.jpg,Public,"[['train', 1.0, 55, 150, 492, 258], ['person', 1.0, 432, 209, 469, 256], ['car', 1.0, 143, 124, 182, 140]]"
2008_008739.jpg,Public,"[['train', 1.0, 1, 45, 210, 273], ['train', 1.0, 264, 255, 294, 281]]"
2008_008746.jpg,Public,"[['bird', 1.0, 68, 93, 335, 377]]"
2008_008751.jpg,Public,"[['train', 1.0, 1, 226, 411, 316]]"
2008_008758.jpg,Public,"[['bicycle', 1.0, 216, 218, 284, 311], ['person', 1.0, 220, 158, 283, 289]]"
2008_008765.jpg,Public,"[['aeroplane', 1.0, 111, 114, 441, 239]]"
2008_008767.jpg,Private,"[['train', 1.0, 1, 29, 150, 182]]"
2008_008772.jpg,Private,"[['sofa', 1.0, 131, 161, 446, 297]]"
2009_000001.jpg,Private,"[['horse', 1.0, 149, 87, 338, 238], ['horse', 1.0, 33, 107, 184, 251]]"
2009_000002.jpg,Private,"[['cat', 1.0, 66, 199, 306, 356], ['dog', 1.0, 109, 66, 229, 221]]"
2009_000011.jpg,Private,"[['train', 1.0, 139, 167, 428, 291], ['train', 1.0, 444, 209, 469, 241]]"
2009_000013.jpg,Private,"[['cat', 1.0, 85, 116, 247, 273], ['cat', 1.0, 233, 122, 485, 281]]"
2009_000022.jpg,Public,"[['train', 1.0, 62, 142, 367, 208]]"
2009_000032.jpg,Private,"[['aeroplane', 1.0, 59, 95, 491, 216]]"
2009_000037.jpg,Private,"[['bird', 1.0, 162, 125, 310, 303]]"
2009_000039.jpg,Public,"[['sheep', 1.0, 191, 134, 328, 280]]"
2009_000041.jpg,Private,"[['tvmonitor', 1.0, 192, 28, 452, 235], ['tvmonitor', 1.0, 25, 95, 214, 326]]"
2009_000045.jpg,Private,"[['dog', 1.0, 47, 1, 500, 375]]"
2009_000055.jpg,Private,"[['bicycle', 1.0, 322, 148, 457, 355]]"
2009_000060.jpg,Private,"[['bus', 1.0, 98, 23, 476, 329], ['car', 1.0, 479, 184, 500, 233], ['person', 1.0, 189, 107, 242, 153]]"
2009_000063.jpg,Private,"[['person', 1.0, 1, 91, 375, 500]]"
2009_000067.jpg,Public,"[['person', 1.0, 184, 180, 220, 307], ['person', 1.0, 225, 140, 270, 308], ['person', 1.0, 246, 187, 291, 305], ['person', 1.0, 289, 186, 325, 301], ['person', 1.0, 333, 143, 381, 304], ['person', 1.0, 406, 183, 453, 307]]"
2009_000074.jpg,Private,"[['motorbike', 1.0, 73, 21, 397, 320], ['person', 1.0, 143, 25, 334, 224]]"
2009_000080.jpg,Private,"[['cat', 1.0, 96, 38, 328, 297]]"
2009_000084.jpg,Public,"[['aeroplane', 1.0, 1, 38, 500, 334]]"
2009_000087.jpg,Private,"[['sofa', 1.0, 215, 262, 450, 371]]"
2009_000089.jpg,Private,"[['bus', 1.0, 59, 59, 462, 287], ['car', 1.0, 1, 202, 85, 300], ['car', 1.0, 460, 189, 500, 227]]"
2009_000090.jpg,Public,"[['train', 1.0, 93, 115, 261, 235]]"
2009_000093.jpg,Public,"[['boat', 1.0, 1, 27, 450, 282]]"
2009_000097.jpg,Public,"[['bus', 1.0, 185, 128, 408, 215], ['car', 1.0, 36, 162, 135, 199], ['car', 1.0, 411, 152, 467, 179], ['car', 1.0, 462, 156, 492, 179]]"
2009_000102.jpg,Public,"[['person', 1.0, 6, 87, 40, 168]]"
2009_000124.jpg,Private,"[['bird', 1.0, 314, 137, 419, 185], ['bird', 1.0, 249, 261, 319, 291]]"
2009_000136.jpg,Public,"[['tvmonitor', 1.0, 1, 109, 88, 240]]"
2009_000149.jpg,Private,"[['person', 1.0, 241, 165, 333, 291], ['bicycle', 1.0, 16, 158, 259, 460]]"
2009_000156.jpg,Public,"[['dog', 1.0, 152, 123, 267, 242]]"
2009_000157.jpg,Public,"[['tvmonitor', 1.0, 60, 256, 129, 323], ['tvmonitor', 1.0, 286, 258, 333, 337], ['person', 1.0, 112, 148, 247, 314], ['chair', 1.0, 66, 322, 121, 366], ['person', 1.0, 105, 226, 251, 400]]"
2009_000158.jpg,Private,"[['pottedplant', 1.0, 22, 1, 455, 375]]"
2009_000169.jpg,Public,"[['horse', 1.0, 12, 54, 459, 316], ['person', 1.0, 1, 228, 55, 319], ['person', 1.0, 383, 103, 419, 188], ['person', 1.0, 399, 40, 443, 177], ['person', 1.0, 404, 1, 446, 62], ['horse', 1.0, 332, 36, 480, 150], ['car', 1.0, 239, 53, 315, 79], ['car', 1.0, 167, 60, 218, 75]]"
2009_000182.jpg,Private,"[['chair', 1.0, 1, 179, 18, 212], ['chair', 1.0, 46, 154, 85, 207], ['chair', 1.0, 138, 149, 168, 193], ['chair', 1.0, 188, 149, 207, 190], ['chair', 1.0, 215, 148, 244, 186], ['chair', 1.0, 206, 146, 231, 186], ['chair', 1.0, 31, 196, 375, 500], ['person', 1.0, 103, 203, 375, 476], ['chair', 1.0, 276, 144, 298, 182], ['chair', 1.0, 257, 143, 273, 169], ['chair', 1.0, 245, 153, 261, 169], ['chair', 1.0, 332, 163, 375, 216], ['chair', 1.0, 301, 151, 355, 193]]"
2009_000189.jpg,Public,"[['dog', 1.0, 52, 150, 288, 436], ['sofa', 1.0, 1, 87, 334, 500]]"
2009_000192.jpg,Private,"[['chair', 1.0, 174, 62, 306, 250]]"
2009_000198.jpg,Private,"[['chair', 1.0, 236, 100, 346, 290], ['chair', 1.0, 15, 107, 180, 339], ['pottedplant', 1.0, 402, 105, 500, 313], ['pottedplant', 1.0, 452, 203, 500, 340], ['pottedplant', 1.0, 316, 175, 439, 294]]"
2009_000199.jpg,Public,"[['bus', 1.0, 103, 117, 454, 284]]"
2009_000201.jpg,Public,"[['bottle', 1.0, 156, 76, 245, 411]]"
2009_000205.jpg,Public,"[['aeroplane', 1.0, 1, 103, 362, 216]]"
2009_000206.jpg,Public,"[['bird', 1.0, 138, 87, 286, 367]]"
2009_000212.jpg,Private,"[['chair', 1.0, 217, 221, 298, 414], ['chair', 1.0, 159, 215, 219, 385], ['chair', 1.0, 72, 222, 153, 411], ['chair', 1.0, 141, 238, 226, 452], ['diningtable', 1.0, 88, 226, 291, 435], ['car', 1.0, 194, 192, 268, 226], ['car', 1.0, 190, 177, 227, 205], ['car', 1.0, 254, 172, 298, 197]]"
2009_000214.jpg,Public,"[['tvmonitor', 1.0, 179, 109, 228, 173], ['chair', 1.0, 230, 179, 348, 333], ['pottedplant', 1.0, 257, 148, 291, 197]]"
2009_000216.jpg,Private,"[['tvmonitor', 1.0, 8, 12, 280, 265]]"
2009_000219.jpg,Private,"[['cow', 1.0, 42, 147, 389, 404], ['person', 1.0, 374, 23, 500, 404], ['cow', 1.0, 203, 115, 413, 274]]"
2009_000242.jpg,Private,"[['sofa', 1.0, 54, 218, 476, 375]]"
2009_000247.jpg,Public,"[['bottle', 1.0, 181, 113, 218, 148], ['bottle', 1.0, 355, 96, 374, 171], ['bottle', 1.0, 405, 98, 430, 159], ['bottle', 1.0, 181, 135, 218, 251], ['bottle', 1.0, 55, 113, 75, 170], ['bottle', 1.0, 66, 136, 103, 207], ['person', 1.0, 74, 8, 250, 365], ['person', 1.0, 264, 2, 425, 171], ['person', 1.0, 226, 1, 500, 375], ['person', 1.0, 1, 157, 116, 375], ['diningtable', 1.0, 23, 138, 425, 375]]"
2009_000249.jpg,Public,"[['cat', 1.0, 1, 55, 396, 333], ['person', 1.0, 1, 1, 500, 333]]"
2009_000254.jpg,Public,"[['bird', 1.0, 58, 28, 429, 294]]"
2009_000257.jpg,Public,"[['diningtable', 1.0, 1, 176, 500, 333], ['person', 1.0, 223, 80, 500, 179], ['bottle', 1.0, 446, 48, 500, 173], ['person', 1.0, 1, 61, 134, 183]]"
2009_000260.jpg,Public,"[['aeroplane', 1.0, 1, 133, 485, 226]]"
2009_000276.jpg,Public,"[['motorbike', 1.0, 1, 1, 500, 375]]"
2009_000282.jpg,Private,"[['dog', 1.0, 177, 213, 303, 427], ['person', 1.0, 161, 123, 339, 397], ['car', 1.0, 148, 129, 176, 150]]"
2009_000283.jpg,Public,"[['train', 1.0, 115, 80, 340, 351], ['car', 1.0, 1, 74, 33, 100], ['person', 1.0, 231, 107, 244, 131]]"
2009_000284.jpg,Public,"[['cat', 1.0, 60, 30, 249, 500]]"
2009_000286.jpg,Private,"[['bicycle', 1.0, 1, 1, 375, 500]]"
2009_000288.jpg,Private,"[['car', 1.0, 119, 29, 390, 301], ['person', 1.0, 403, 52, 429, 119], ['person', 1.0, 417, 58, 452, 145], ['person', 1.0, 467, 32, 500, 178], ['car', 1.0, 1, 94, 99, 132], ['car', 1.0, 447, 65, 475, 149]]"
2009_000291.jpg,Public,"[['person', 1.0, 1, 1, 456, 366]]"
2009_000298.jpg,Public,"[['chair', 1.0, 1, 267, 167, 500], ['chair', 1.0, 190, 116, 331, 353], ['chair', 1.0, 90, 105, 217, 290], ['chair', 1.0, 16, 94, 144, 264], ['chair', 1.0, 1, 92, 83, 238], ['chair', 1.0, 1, 254, 68, 356]]"
2009_000300.jpg,Private,"[['diningtable', 1.0, 1, 78, 500, 333], ['sofa', 1.0, 94, 1, 500, 209]]"
2009_000304.jpg,Public,"[['cat', 1.0, 77, 150, 365, 329], ['chair', 1.0, 1, 1, 500, 375]]"
2009_000309.jpg,Public,"[['cow', 1.0, 6, 7, 333, 289], ['cow', 1.0, 203, 110, 339, 219], ['cow', 1.0, 154, 3, 396, 227], ['person', 1.0, 316, 78, 495, 375]]"
2009_000318.jpg,Private,"[['bird', 1.0, 199, 124, 294, 225], ['bird', 1.0, 1, 1, 109, 165]]"
2009_000321.jpg,Private,"[['dog', 1.0, 48, 57, 333, 500]]"
2009_000328.jpg,Private,"[['bottle', 1.0, 203, 276, 220, 321]]"
2009_000335.jpg,Public,"[['bus', 1.0, 112, 47, 384, 269], ['car', 1.0, 411, 184, 500, 254], ['bus', 1.0, 1, 113, 145, 259]]"
2009_000342.jpg,Public,"[['cat', 1.0, 1, 89, 319, 375], ['cat', 1.0, 115, 130, 491, 375], ['sofa', 1.0, 1, 1, 339, 165]]"
2009_000354.jpg,Public,"[['bicycle', 1.0, 1, 1, 500, 375]]"
2009_000356.jpg,Private,"[['sheep', 1.0, 268, 35, 481, 375], ['sheep', 1.0, 16, 64, 263, 333], ['sheep', 1.0, 442, 84, 494, 168], ['sheep', 1.0, 91, 44, 158, 99], ['sheep', 1.0, 1, 55, 43, 169], ['sheep', 1.0, 179, 28, 222, 67], ['sheep', 1.0, 235, 48, 269, 136], ['sheep', 1.0, 279, 44, 313, 73], ['sheep', 1.0, 262, 56, 284, 136], ['sheep', 1.0, 157, 44, 182, 67], ['sheep', 1.0, 39, 53, 91, 110], ['sheep', 1.0, 453, 167, 500, 252]]"
2009_000378.jpg,Private,"[['boat', 1.0, 1, 30, 500, 375], ['person', 1.0, 110, 32, 232, 375], ['person', 1.0, 233, 108, 266, 145], ['person', 1.0, 128, 105, 156, 179]]"
2009_000391.jpg,Private,"[['tvmonitor', 1.0, 80, 18, 249, 202], ['chair', 1.0, 1, 82, 68, 283]]"
2009_000397.jpg,Public,"[['car', 1.0, 172, 207, 446, 290], ['person', 1.0, 297, 220, 337, 303], ['person', 1.0, 52, 205, 71, 273], ['person', 1.0, 75, 200, 94, 276], ['aeroplane', 1.0, 41, 92, 465, 227], ['person', 1.0, 188, 191, 216, 249], ['person', 1.0, 231, 200, 250, 223], ['person', 1.0, 91, 208, 103, 274]]"
2009_000398.jpg,Private,"[['tvmonitor', 1.0, 89, 338, 275, 500], ['tvmonitor', 1.0, 182, 307, 225, 325], ['tvmonitor', 1.0, 142, 324, 231, 349]]"
2009_000399.jpg,Private,"[['car', 1.0, 115, 104, 454, 256]]"
2009_000402.jpg,Private,"[['motorbike', 1.0, 46, 22, 468, 323], ['car', 1.0, 3, 1, 500, 237]]"
2009_000410.jpg,Public,"[['dog', 1.0, 1, 79, 244, 397]]"
2009_000411.jpg,Private,"[['person', 1.0, 229, 113, 361, 375], ['person', 1.0, 78, 195, 149, 253], ['bottle', 1.0, 230, 208, 256, 254], ['person', 1.0, 352, 193, 417, 374], ['person', 1.0, 138, 81, 261, 374]]"
2009_000412.jpg,Public,"[['horse', 1.0, 9, 61, 218, 282], ['horse', 1.0, 174, 47, 428, 313], ['horse', 1.0, 301, 76, 500, 282]]"
2009_000418.jpg,Public,"[['sofa', 1.0, 1, 209, 350, 429], ['person', 1.0, 27, 130, 334, 429], ['sofa', 1.0, 451, 242, 500, 429], ['pottedplant', 1.0, 357, 146, 409, 344]]"
2009_000421.jpg,Public,"[['boat', 1.0, 243, 145, 360, 225], ['person', 1.0, 117, 111, 153, 172], ['person', 1.0, 300, 102, 376, 185], ['person', 1.0, 190, 104, 249, 185], ['person', 1.0, 256, 100, 297, 150], ['person', 1.0, 274, 163, 347, 201]]"
2009_000422.jpg,Public,"[['chair', 1.0, 337, 228, 408, 331], ['chair', 1.0, 247, 225, 296, 309], ['sofa', 1.0, 145, 220, 221, 283], ['chair', 1.0, 1, 231, 29, 303], ['pottedplant', 1.0, 50, 201, 101, 238]]"
2009_000426.jpg,Private,"[['bus', 1.0, 1, 68, 241, 250], ['bus', 1.0, 231, 95, 453, 242]]"
2009_000430.jpg,Public,"[['dog', 1.0, 264, 197, 303, 286], ['person', 1.0, 125, 1, 232, 186], ['bicycle', 1.0, 207, 19, 297, 224]]"
2009_000435.jpg,Private,"[['bird', 1.0, 61, 49, 194, 446]]"
2009_000446.jpg,Private,"[['boat', 1.0, 44, 39, 271, 327]]"
2009_000455.jpg,Private,"[['bus', 1.0, 212, 120, 353, 280], ['person', 1.0, 233, 207, 252, 226], ['person', 1.0, 414, 202, 424, 225]]"
2009_000457.jpg,Public,"[['bicycle', 1.0, 4, 144, 267, 321], ['car', 1.0, 332, 128, 500, 209], ['person', 1.0, 58, 72, 168, 296]]"
2009_000461.jpg,Private,"[['person', 1.0, 123, 22, 374, 453], ['bicycle', 1.0, 16, 204, 444, 481], ['car', 1.0, 375, 144, 458, 176], ['car', 1.0, 134, 147, 220, 178]]"
2009_000466.jpg,Private,"[['cat', 1.0, 74, 23, 330, 179]]"
2009_000469.jpg,Public,"[['boat', 1.0, 55, 35, 349, 293], ['boat', 1.0, 1, 53, 239, 291]]"
2009_000472.jpg,Private,"[['cow', 1.0, 25, 169, 174, 500]]"
2009_000483.jpg,Public,"[['chair', 1.0, 47, 8, 422, 375]]"
2009_000487.jpg,Private,"[['sofa', 1.0, 14, 146, 207, 215]]"
2009_000488.jpg,Private,"[['tvmonitor', 1.0, 21, 1, 193, 95], ['cat', 1.0, 224, 159, 287, 229], ['pottedplant', 1.0, 341, 100, 500, 306]]"
2009_000496.jpg,Public,"[['dog', 1.0, 80, 70, 408, 348], ['person', 1.0, 262, 1, 500, 344], ['person', 1.0, 41, 1, 172, 57]]"
2009_000499.jpg,Private,"[['dog', 1.0, 353, 247, 409, 300], ['dog', 1.0, 324, 249, 357, 303]]"
2009_000501.jpg,Public,"[['train', 1.0, 101, 101, 347, 234]]"
2009_000511.jpg,Public,"[['person', 1.0, 221, 1, 500, 179], ['cat', 1.0, 105, 114, 500, 375]]"
2009_000512.jpg,Private,"[['dog', 1.0, 59, 45, 374, 293]]"
2009_000513.jpg,Private,"[['aeroplane', 1.0, 11, 123, 490, 222]]"
2009_000516.jpg,Public,"[['boat', 1.0, 155, 41, 351, 232], ['boat', 1.0, 135, 77, 169, 105], ['boat', 1.0, 17, 71, 58, 99]]"
2009_000519.jpg,Public,"[['bus', 1.0, 414, 181, 500, 249], ['bus', 1.0, 134, 169, 394, 273], ['bus', 1.0, 84, 184, 137, 240], ['person', 1.0, 71, 208, 80, 241]]"
2009_000523.jpg,Public,"[['car', 1.0, 10, 177, 375, 480]]"
2009_000536.jpg,Private,"[['bird', 1.0, 272, 180, 390, 251], ['bird', 1.0, 49, 168, 226, 232]]"
2009_000563.jpg,Public,"[['sofa', 1.0, 1, 77, 500, 305], ['person', 1.0, 339, 17, 477, 354]]"
2009_000573.jpg,Private,"[['bicycle', 1.0, 56, 89, 450, 336], ['bottle', 1.0, 228, 180, 278, 236]]"
2009_000574.jpg,Private,"[['cow', 1.0, 1, 190, 77, 362], ['cow', 1.0, 213, 255, 269, 300], ['cow', 1.0, 289, 192, 424, 254], ['cow', 1.0, 342, 220, 500, 290], ['cow', 1.0, 241, 227, 375, 308], ['cow', 1.0, 327, 263, 411, 301]]"
2009_000593.jpg,Private,"[['dog', 1.0, 49, 146, 184, 270]]"
2009_000606.jpg,Public,"[['person', 1.0, 131, 46, 304, 498]]"
2009_000608.jpg,Public,"[['boat', 1.0, 217, 251, 270, 293]]"
2009_000611.jpg,Private,"[['motorbike', 1.0, 19, 1, 468, 342]]"
2009_000615.jpg,Private,"[['person', 1.0, 8, 34, 333, 482], ['sofa', 1.0, 1, 50, 375, 500]]"
2009_000619.jpg,Private,"[['bird', 1.0, 141, 127, 301, 328]]"
2009_000625.jpg,Public,"[['aeroplane', 1.0, 280, 157, 300, 185]]"
2009_000628.jpg,Public,"[['train', 1.0, 92, 142, 420, 315]]"
2009_000637.jpg,Public,"[['motorbike', 1.0, 34, 114, 290, 326], ['motorbike', 1.0, 208, 126, 393, 294], ['person', 1.0, 152, 69, 294, 216], ['person', 1.0, 53, 35, 206, 246], ['person', 1.0, 148, 371, 285, 500], ['person', 1.0, 1, 386, 104, 500], ['person', 1.0, 332, 376, 356, 429]]"
2009_000641.jpg,Private,"[['cow', 1.0, 23, 183, 233, 274], ['cow', 1.0, 32, 93, 355, 262]]"
2009_000647.jpg,Public,"[['dog', 1.0, 58, 22, 345, 408]]"
2009_000648.jpg,Public,"[['bus', 1.0, 121, 101, 389, 231]]"
2009_000658.jpg,Private,"[['train', 1.0, 24, 72, 439, 312]]"
2009_000670.jpg,Public,"[['sheep', 1.0, 209, 315, 276, 421], ['sheep', 1.0, 82, 283, 175, 422]]"
2009_000674.jpg,Private,"[['sofa', 1.0, 1, 102, 331, 500], ['person', 1.0, 38, 63, 331, 500]]"
2009_000675.jpg,Private,"[['sheep', 1.0, 128, 134, 288, 246], ['sheep', 1.0, 358, 89, 490, 345]]"
2009_000676.jpg,Public,"[['motorbike', 1.0, 1, 1, 461, 288], ['motorbike', 1.0, 13, 1, 345, 128], ['person', 1.0, 414, 1, 500, 133]]"
2009_000677.jpg,Private,"[['bird', 1.0, 125, 1, 500, 333]]"
2009_000683.jpg,Private,"[['car', 1.0, 201, 95, 435, 256], ['person', 1.0, 323, 111, 377, 151], ['person', 1.0, 252, 114, 303, 150], ['car', 1.0, 74, 194, 141, 235]]"
2009_000702.jpg,Public,"[['dog', 1.0, 1, 1, 500, 304]]"
2009_000704.jpg,Public,"[['tvmonitor', 1.0, 1, 162, 60, 227], ['tvmonitor', 1.0, 308, 162, 358, 212], ['person', 1.0, 304, 32, 433, 249], ['person', 1.0, 186, 34, 333, 243], ['person', 1.0, 85, 116, 167, 209]]"
2009_000705.jpg,Public,"[['horse', 1.0, 191, 133, 389, 261]]"
2009_000712.jpg,Private,"[['train', 1.0, 1, 95, 333, 302]]"
2009_000716.jpg,Private,"[['cat', 1.0, 65, 69, 468, 332]]"
2009_000719.jpg,Public,"[['person', 1.0, 234, 25, 347, 255], ['person', 1.0, 144, 56, 235, 173], ['motorbike', 1.0, 101, 140, 432, 318], ['motorbike', 1.0, 31, 133, 154, 286]]"
2009_000723.jpg,Private,"[['boat', 1.0, 73, 2, 465, 244]]"
2009_000725.jpg,Private,"[['sheep', 1.0, 313, 167, 449, 278], ['sheep', 1.0, 41, 159, 200, 263], ['sheep', 1.0, 35, 210, 127, 244]]"
2009_000726.jpg,Public,"[['car', 1.0, 55, 89, 380, 267], ['motorbike', 1.0, 382, 169, 435, 231], ['car', 1.0, 1, 129, 102, 245], ['car', 1.0, 430, 137, 500, 227], ['person', 1.0, 288, 101, 326, 175], ['person', 1.0, 347, 101, 382, 169], ['person', 1.0, 5, 100, 31, 137], ['person', 1.0, 65, 105, 88, 129], ['person', 1.0, 413, 94, 447, 171], ['person', 1.0, 440, 105, 456, 165], ['person', 1.0, 450, 100, 478, 158], ['person', 1.0, 483, 99, 500, 140]]"
2009_000727.jpg,Public,"[['horse', 1.0, 180, 91, 391, 290], ['person', 1.0, 228, 82, 292, 188]]"
2009_000731.jpg,Private,"[['cow', 1.0, 52, 1, 500, 333]]"
2009_000732.jpg,Private,"[['sofa', 1.0, 45, 27, 325, 343]]"
2009_000734.jpg,Private,"[['aeroplane', 1.0, 8, 55, 484, 221]]"
2009_000741.jpg,Public,"[['car', 1.0, 413, 56, 500, 133], ['car', 1.0, 6, 38, 500, 375], ['person', 1.0, 127, 91, 229, 164]]"
2009_000742.jpg,Public,"[['bottle', 1.0, 127, 100, 188, 344]]"
2009_000756.jpg,Private,"[['bicycle', 1.0, 12, 27, 489, 313]]"
2009_000758.jpg,Private,"[['bird', 1.0, 182, 44, 409, 369]]"
2009_000760.jpg,Public,"[['diningtable', 1.0, 151, 203, 396, 328], ['chair', 1.0, 66, 169, 140, 279], ['chair', 1.0, 256, 172, 312, 296], ['chair', 1.0, 194, 172, 263, 298], ['pottedplant', 1.0, 332, 85, 391, 251]]"
2009_000762.jpg,Private,"[['chair', 1.0, 146, 62, 407, 459]]"
2009_000783.jpg,Private,"[['bottle', 1.0, 419, 6, 500, 159], ['bottle', 1.0, 423, 258, 500, 375], ['bottle', 1.0, 1, 49, 125, 249], ['bottle', 1.0, 80, 1, 141, 74], ['person', 1.0, 168, 1, 311, 64]]"
2009_000791.jpg,Public,"[['tvmonitor', 1.0, 82, 1, 322, 198]]"
2009_000820.jpg,Private,"[['bicycle', 1.0, 157, 158, 372, 299], ['person', 1.0, 163, 82, 317, 277]]"
2009_000821.jpg,Private,"[['person', 1.0, 350, 3, 500, 375], ['car', 1.0, 1, 1, 500, 306]]"
